Fecha,Pais,Presidente,Orden,Discurso,Oracion,TextoProcesado,PalabrasEliminadas,Clasificacion,Valoracion,Clasificacion2,Valoracion2,PalabrasFrecuentes,PalabrasFrecuentes2
2017,Bolivia,Evo Morales,160,Bolivia_2017_Evo_Morales.pdf,"Antes, la inversión promedio  era como 200 millones; ahora el promedio de inversión en hidrocarburos es como 2.000 millones al año, para este año está programado (invertir) 1.876 millones.",inversión promedio 200 millones ahora promedio inversión hidrocarburos millones año año programado invertir millones,"{antes, la, era, como, el, de, en, es, como, al, para, este, está}",Neutral,0.0,Neutral,0.0,"['millón', ',', 'el']","['millón', 'inversión', 'promedio']"
2017,Bolivia,Evo Morales,161,Bolivia_2017_Evo_Morales.pdf,"(APLAUSOS)  El problema que nos afectó a todos, el precio del petróleo.",aplausos problema afectó precio petróleo,"{el, que, nos, a, todos, el, del}",Neutral,0.0,Neutral,0.0,"['el', '(', 'APLAUSOS']","['aplauso', 'problema', 'afectar']"
2017,Bolivia,Evo Morales,162,Bolivia_2017_Evo_Morales.pdf,"El 2014, lo máximo de ren ta petrolera que recibimos fue 5.000 millones de dólares, el 2015 bajamos a 3.800 y el 2016 bajamos a 2.700 millones de dólares.",2014 máximo ren ta petrolera recibimos millones dólares 2015 bajamos 2016 bajamos millones dólares,"{el, lo, de, que, fue, de, el, a, y, el, a, de}",Neutral,0.0,Neutral,0.0,"['el', 'de', ',']","['millón', 'dólares', 'bajamos']"
2017,Bolivia,Evo Morales,163,Bolivia_2017_Evo_Morales.pdf,"Antes de la nacionalización, la renta petrolera era como 300 millones de dólares, sin el IDH que estaba empezando, pese al prec io del petróleo, este año está estimado que vamos a tener como 1.855 millones de dólares, y esa es la mejor forma de medir cuál es el resultado de la nacionalización de los hidrocarburos, ahí sólo nos preguntamos, si no se nacionalizaban los hidrocarburos y si no se obligaba al Congreso del 2005 a la modificación de la Ley de Hidrocarburos con paro en El Alto, con bloqueo en Cochabamba, obligamos al Congreso a modificar esa ley, si no era esa ley y no había nacionalización ¿Cómo hubiera estado Bolivia en te mas económicos?, quiero decirles que esto evidentemente llega a todos, al Gobierno nacional, departamental, municipal, universidades, nuestros datos muestran que pese a ese problema económico, sigue creciendo la economía nacional.",nacionalización renta petrolera 300 millones dólares idh empezando pese prec io petróleo año estimado vamos tener millones dólares mejor forma medir cuál resultado nacionalización hidrocarburos ahí sólo preguntamos si nacionalizaban hidrocarburos si obligaba congreso 2005 modificación ley hidrocarburos paro alto bloqueo cochabamba obligamos congreso modificar ley si ley nacionalización bolivia mas económicos quiero decirles evidentemente llega gobierno nacional departamental municipal universidades datos muestran pese problema económico sigue creciendo economía nacional,"{antes, de, la, la, era, como, de, sin, el, que, estaba, al, del, este, está, que, a, como, de, y, esa, es, la, de, es, el, de, la, de, los, nos, no, se, los, y, no, se, al, del, a, la, de, la, de, con, en, el, con, en, al, a, esa, no, era, esa, y, no, había, hubiera, estado, en, te, que, esto, a, todos, al, nuestros, que, a, ese, la}",Negativo,-0.886,Neutral,0.0,"[',', 'el', 'de']","['nacionalización', 'hidrocarburo', 'si']"
2017,Bolivia,Evo Morales,164,Bolivia_2017_Evo_Morales.pdf,"Algunos datos importantes  con relación al sector no metálico, como los evaporíticos.",datos importantes relación sector metálico evaporíticos,"{algunos, con, al, no, como, los}",Negativo,-0.296,Neutral,0.0,"['alguno', 'dato', 'importante']","['dato', 'importante', 'relación']"
2017,Bolivia,Evo Morales,165,Bolivia_2017_Evo_Morales.pdf,"En la primera fase de inversión con la planta piloto se han invertido 66.6 millones de dólares y ahora tenemos garantizado para 2018, 2019 y 2020; 875.05 millones de dólares.",primera fase inversión planta piloto invertido millones dólares ahora garantizado 2018 2019 2020 millones dólares,"{en, la, de, con, la, se, han, de, y, tenemos, para, y, de}",Neutral,0.0,Neutral,0.0,"['de', 'el', 'millón']","['millón', 'dólares', 'primero']"
2017,Bolivia,Evo Morales,166,Bolivia_2017_Evo_Morales.pdf,"Como autoridades, com o políticos, como pueblo, seguramente están informados, hay tantos comentarios en todo el mundo.",autoridades com políticos pueblo seguramente informados tantos comentarios mundo,"{como, o, como, están, hay, en, todo, el}",Neutral,0.0,Neutral,0.0,"[',', 'como', 'autoridad']","['autoridad', 'com', 'político']"
2017,Bolivia,Evo Morales,167,Bolivia_2017_Evo_Morales.pdf,"El día que llegue la gran industria de litio, Bolivia sería como otro país que manda en el mundo con el petróleo, Arabia Saudita.",día llegue gran industria litio bolivia país manda mundo petróleo arabia saudita,"{el, que, la, de, sería, como, otro, que, en, el, con, el}",Neutral,0.0,Neutral,0.0,"['el', 'que', ',']","['día', 'llegar', 'gran']"
2017,Bolivia,Evo Morales,168,Bolivia_2017_Evo_Morales.pdf,"Hermanas y hermanos, no estam os lejos de eso.",hermanas hermanos estam lejos,"{y, no, os, de, eso}",Negativo,-0.296,Neutral,0.0,"['Hermanas', 'y', 'hermano']","['hermana', 'hermano', 'estam']"
2017,Bolivia,Evo Morales,169,Bolivia_2017_Evo_Morales.pdf,"Gracias a nuestras reservas, gracias al crecimiento la industrialización del litio en Bolivia está bien encaminada.",gracias reservas gracias crecimiento industrialización litio bolivia bien encaminada,"{a, nuestras, al, la, del, en, está}",Neutral,0.0,Neutral,0.0,"['gracias', 'a', 'nuestro']","['gracias', 'reserva', 'crecimiento']"
2017,Bolivia,Evo Morales,170,Bolivia_2017_Evo_Morales.pdf,(APLAUSOS)   Inversiones en tema de carreteras.,aplausos inversiones tema carreteras,"{en, de}",Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']","['aplauso', 'inversión', 'tema']"
2017,Bolivia,Evo Morales,171,Bolivia_2017_Evo_Morales.pdf,"El 2005 teníamos 195 millones de dó - lares, para este año está preparado 1.3 28 millones de dólares de inversión.",2005 195 millones dó lares año preparado 28 millones dólares inversión,"{el, teníamos, de, para, este, está, de, de}",Neutral,0.0,Neutral,0.0,"['de', 'millón', 'el']","['millón', '2005', '195']"
2017,Bolivia,Evo Morales,172,Bolivia_2017_Evo_Morales.pdf,"(APLAUSOS)   Hermanas y hermanos, el dato sobre transporte aéreo de pasajeros a nivel nacional me ha sorprendido.",aplausos hermanas hermanos dato transporte aéreo pasajeros nivel nacional sorprendido,"{y, el, sobre, de, a, me, ha}",Positivo,0.34,Neutral,0.0,"['(', 'APLAUSOS', ')']","['aplauso', 'hermana', 'hermano']"
2017,Bolivia,Evo Morales,173,Bolivia_2017_Evo_Morales.pdf,El 2005 eran 860 mil personas que viajaban en avión; ahora son 3.290.000 de personas que viajan en avión.,2005 860 mil personas viajaban avión ahora personas viajan avión,"{el, eran, que, en, son, de, que, en}",Neutral,0.0,Neutral,0.0,"['ser', 'persona', 'que']","['persona', 'viajar', 'avión']"
2017,Bolivia,Evo Morales,174,Bolivia_2017_Evo_Morales.pdf,"(APLAUSOS)  Es decir, ya no es un lujo viajar en avión; antes era un lujo.",aplausos decir lujo viajar avión lujo,"{es, ya, no, es, un, en, antes, era, un}",Negativo,-0.296,Neutral,0.0,"['ser', 'uno', 'lujo']","['lujo', 'aplauso', 'decir']"
2017,Bolivia,Evo Morales,175,Bolivia_2017_Evo_Morales.pdf,"En cuanto a la inversión en telecomunicaciones, en el sector público, también en el privado era 564 millones de dólares; de 2015 a 2016 alcanzó 520 millones.",cuanto inversión telecomunicaciones sector público privado 564 millones dólares 2015 2016 alcanzó 520 millones,"{en, a, la, en, en, el, también, en, el, era, de, de, a}",Neutral,0.0,Neutral,0.0,"['en', 'el', 'a']","['millón', 'cuanto', 'inversión']"
2017,Bolivia,Evo Morales,176,Bolivia_2017_Evo_Morales.pdf,"Entiendo que ya no hay mucho que invertir en los cantones, ya va reduciéndose; a eso se debe esta reducción del tema de telecomunicación.",entiendo invertir cantones va reduciéndose debe reducción tema telecomunicación,"{que, ya, no, hay, mucho, que, en, los, ya, a, eso, se, esta, del, de}",Negativo,-0.296,Neutral,0.0,"['que', 'ya', 'entender']","['entender', 'invertir', 'cantón']"
2017,Bolivia,Evo Morales,177,Bolivia_2017_Evo_Morales.pdf,Presupuesto en tema de salud.,presupuesto tema salud,"{en, de}",Neutral,0.0,Neutral,0.0,"['presupuesto', 'en', 'tema']","['presupuesto', 'tema', 'salud']"
2017,Bolivia,Evo Morales,178,Bolivia_2017_Evo_Morales.pdf,No es un informe oficial de gestión del año sino se abordan algunos temas importantes para ver en enero del próximo año.,informe oficial gestión año sino abordan temas importantes ver enero próximo año,"{no, es, un, de, del, se, algunos, para, en, del}",Negativo,-0.296,Neutral,0.0,"['del', 'año', 'no']","['año', 'informe', 'oficial']"
2017,Bolivia,Evo Morales,179,Bolivia_2017_Evo_Morales.pdf,"La inversión promedio (en el sector) en 2001 a 2005, 2.211 millones de bolivianos, en nuestra gestión 13.213 millones de bolivianos.",inversión promedio sector 2001 2005 millones bolivianos gestión millones bolivianos,"{la, en, el, en, a, de, en, nuestra, de}",Neutral,0.0,Neutral,0.0,"['en', 'el', ',']","['millón', 'boliviano', 'inversión']"
2017,Bolivia,Evo Morales,180,Bolivia_2017_Evo_Morales.pdf,"Quiero aprovechar esta oportunidad, hermanas y hermanos sobre el tema de salud, así como tenemos bue nos, excelentes médicos, realmente con mucha paciencia para atender al paciente, con mucho compromiso sobre la vida, nos recomiendan, nos sugieren esas inversiones para el bien de la salud.",quiero aprovechar oportunidad hermanas hermanos tema salud así bue excelentes médicos realmente mucha paciencia atender paciente compromiso vida recomiendan sugieren inversiones bien salud,"{esta, y, sobre, el, de, como, tenemos, nos, con, para, al, con, mucho, sobre, la, nos, nos, esas, para, el, de, la}",Neutral,0.0,Neutral,0.0,"[',', 'el', 'yo']","['salud', 'querer', 'aprovechar']"
2017,Bolivia,Evo Morales,181,Bolivia_2017_Evo_Morales.pdf,"Pero algunos decían que en 11 años deberíamos resolver temas estru cturales en temas de salud, si en 180 años nunca se animaron a resolver temas estructurales en este sector cómo nos pueden exigir en 11 años poder resolverlos.",decían 11 años deberíamos resolver temas estru cturales temas salud si 180 años nunca animaron resolver temas estructurales sector cómo pueden exigir 11 años poder resolverlos,"{pero, algunos, que, en, en, de, en, se, a, en, este, nos, en}",Positivo,0.34,Positivo,0.34,"['en', 'año', 'tema']","['año', 'tema', '11']"
2017,Bolivia,Evo Morales,182,Bolivia_2017_Evo_Morales.pdf,(APLAUSOS)  Tenemos programado grandes inversiones en este sector.,aplausos programado grandes inversiones sector,"{tenemos, en, este}",Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']","['aplauso', 'programado', 'grande']"
2017,Bolivia,Evo Morales,183,Bolivia_2017_Evo_Morales.pdf,"De emergencia con el hermano Vicepresidente hemos debatido, hemos aprobado, por ejemplo, rápidamente la instalación de centros de medicina nuclear para combatir el cáncer en Bolivia.",emergencia hermano vicepresidente debatido aprobado ejemplo rápidamente instalación centros medicina nuclear combatir cáncer bolivia,"{de, con, el, hemos, hemos, por, la, de, de, para, el, en}",Neutral,0.0,Neutral,0.0,"['de', 'el', ',']","['emergencia', 'hermano', 'vicepresidente']"
2017,Bolivia,Evo Morales,184,Bolivia_2017_Evo_Morales.pdf,(APLAUSOS)  Al margen del hospital de tercer nivel que estará en la ciudad de Cochabamba.,aplausos margen hospital tercer nivel ciudad cochabamba,"{al, del, de, que, estará, en, la, de}",Neutral,0.0,Neutral,0.0,"['de', '(', 'APLAUSOS']","['aplauso', 'margen', 'hospital']"
2017,Bolivia,Evo Morales,185,Bolivia_2017_Evo_Morales.pdf,"En tema de edu cación, la inversión con relación al PIB, en tema de inversión en este sector es 12.8%.",tema edu cación inversión relación pib tema inversión sector,"{en, de, la, con, al, en, de, en, este, es}",Neutral,0.0,Neutral,0.0,"['en', 'tema', 'de']","['inversión', 'tema', 'edu']"
2017,Bolivia,Evo Morales,186,Bolivia_2017_Evo_Morales.pdf,(APLAUSOS)  La última calificación de organismos internacionales sobre el riesgo de Bolivia.,aplausos última calificación organismos internacionales riesgo bolivia,"{la, de, sobre, el, de}",Neutral,0.0,Neutral,0.0,"['el', 'de', '(']","['aplauso', 'último', 'calificación']"
2017,Bolivia,Evo Morales,187,Bolivia_2017_Evo_Morales.pdf,"Bolivia ha cambiado la perspectiva de la calificación de riesgo soberano de negativa a estable, según este organismo internacional.",bolivia cambiado perspectiva calificación riesgo soberano negativa estable según organismo internacional,"{ha, la, de, la, de, de, a, este}",Positivo,0.34,Neutral,0.0,"['de', 'el', 'Bolivia']","['bolivia', 'cambiado', 'perspectivo']"
2017,Bolivia,Evo Morales,188,Bolivia_2017_Evo_Morales.pdf,Muchas gracias hermano Ministro de Economía y Finanzas por manejar con mucha responsabilidad nuestra economía nacional.,muchas gracias hermano ministro economía finanzas manejar mucha responsabilidad economía nacional,"{de, y, por, con, nuestra}",Neutral,0.0,Neutral,0.0,"['mucho', 'gracia', 'hermano']","['mucho', 'economía', 'gracia']"
2017,Bolivia,Evo Morales,189,Bolivia_2017_Evo_Morales.pdf,(APLAUSOS)  Como siempre hay temas pendientes.,aplausos siempre temas pendientes,"{como, hay}",Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']","['aplauso', 'siempre', 'tema']"
2017,Bolivia,Evo Morales,190,Bolivia_2017_Evo_Morales.pdf,"Quiero decirles hermanas y hermano s de la Asamblea y desde acá a toda Bolivia; lamentablemente la justicia boliviana está mal vista por algunos juristas; pero también estoy convencido que no son todos, no son todas.",quiero decirles hermanas hermano s asamblea acá toda bolivia lamentablemente justicia boliviana mal vista juristas convencido todas,"{y, de, la, y, desde, a, la, está, por, algunos, pero, también, estoy, que, no, son, todos, no, son}",Negativo,-0.5267,Neutral,0.0,"['todo', 'y', 'el']","['todo', 'querer', 'decir él']"
2017,Bolivia,Evo Morales,191,Bolivia_2017_Evo_Morales.pdf,"En diciembre de este año tenemos la responsabilidad no solamente como Gobi erno, no solamente como Asamblea sino como pueblo, elegir a los mejores juristas para que la justicia mejore.",diciembre año responsabilidad solamente gobi erno solamente asamblea sino pueblo elegir mejores juristas justicia mejore,"{en, de, este, tenemos, la, no, como, no, como, como, a, los, para, que, la}",Negativo,-0.5267,Neutral,0.0,"['el', 'como', 'no']","['solamente', 'diciembre', 'año']"
2017,Bolivia,Evo Morales,192,Bolivia_2017_Evo_Morales.pdf,Será la responsabilidad del pueblo.,responsabilidad pueblo,"{será, la, del}",Neutral,0.0,Neutral,0.0,"['ser', 'el', 'responsabilidad']","['responsabilidad', 'pueblo']"
2017,Bolivia,Evo Morales,193,Bolivia_2017_Evo_Morales.pdf,(APLAUSOS)  Vamos a cumplir con la Constitución Política del Estado.,aplausos vamos cumplir constitución política,"{a, con, la, del, estado}",Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']","['aplauso', 'ir', 'cumplir']"
2017,Bolivia,Evo Morales,194,Bolivia_2017_Evo_Morales.pdf,"(APLAUSOS)  Y si algunos plantean postergar , modificar, seguramente es porque no queremos cambiar la justicia.",aplausos si plantean postergar modificar seguramente queremos cambiar justicia,"{y, algunos, es, porque, no, la}",Negativo,-0.296,Neutral,0.0,"[',', '(', 'APLAUSOS']","['aplauso', 'si', 'plantear']"
2017,Bolivia,Evo Morales,195,Bolivia_2017_Evo_Morales.pdf,"Pero también he visto en algunas autoridades, quien sabe por la nueva formación de juristas, están comprometidos a hacer justicia.",visto autoridades sabe nueva formación juristas comprometidos hacer justicia,"{pero, también, he, en, algunas, quien, por, la, de, están, a}",Neutral,0.0,Neutral,0.0,"[',', 'pero', 'también']","['visto', 'autoridad', 'saber']"
2017,Bolivia,Evo Morales,196,Bolivia_2017_Evo_Morales.pdf,"Es un tema estructural que intentamos resolver con la cum bre, pero también hay problemas que se presentan.",tema estructural intentamos resolver cum bre problemas presentan,"{es, un, que, con, la, pero, también, hay, que, se}",Positivo,0.1779,Positivo,0.1779,"['que', 'ser', 'uno']","['tema', 'estructural', 'intentar']"
2017,Bolivia,Evo Morales,197,Bolivia_2017_Evo_Morales.pdf,Esto requiere tiempo y sobre todo mayor compromiso con la justicia boliviana.,requiere tiempo mayor compromiso justicia boliviana,"{esto, y, sobre, todo, con, la}",Neutral,0.0,Neutral,0.0,"['este', 'requerir', 'tiempo']","['requerir', 'tiempo', 'mayor']"
2017,Bolivia,Evo Morales,198,Bolivia_2017_Evo_Morales.pdf,"Otro tema importante en el debate, con mucho respeto a algunos hermanos opositores, es la lucha contra la corrupción.",tema importante debate respeto hermanos opositores lucha corrupción,"{otro, en, el, con, mucho, a, algunos, es, la, contra, la}",Neutral,0.0,Neutral,0.0,"['el', ',', 'otro']","['tema', 'importante', 'debate']"
2017,Bolivia,Evo Morales,199,Bolivia_2017_Evo_Morales.pdf,El Gobiern o Nacional es el primero en investigar temas de corrupción.,gobiern nacional primero investigar temas corrupción,"{el, o, es, el, en, de}",Neutral,0.0,Neutral,0.0,"['el', 'Gobiern', 'o']","['gobiern', 'nacional', 'primero']"
2017,Bolivia,Evo Morales,200,Bolivia_2017_Evo_Morales.pdf,"Revisen todas las denuncias que hicimos, que están en la Fiscalía, es gracias a la investigación del Gobierno Nacional.",revisen todas denuncias hicimos fiscalía gracias investigación gobierno nacional,"{las, que, que, están, en, la, es, a, la, del}",Neutral,0.0,Neutral,0.0,"['el', 'que', ',']","['revisen', 'todo', 'denuncia']"
2017,Bolivia,Evo Morales,201,Bolivia_2017_Evo_Morales.pdf,"No van a ver hermanas y hermanos exministros de Evo Morales banqueros, terra tenientes, empresarios o con cuentas en el exterior o en paraísos fiscales.",van ver hermanas hermanos exministros evo morales banqueros terra tenientes empresarios cuentas exterior paraísos fiscales,"{no, a, y, de, o, con, en, el, o, en}",Negativo,-0.296,Neutral,0.0,"[',', 'o', 'en']","['ir', 'ver', 'hermana']"
2017,Bolivia,Evo Morales,202,Bolivia_2017_Evo_Morales.pdf,"Revisen a nuestros ministros, algunos están trabajando de taxista, algunos están trabajando de comerciantes.",revisen ministros trabajando taxista trabajando comerciantes,"{a, nuestros, algunos, están, de, algunos, están, de}",Neutral,0.0,Neutral,0.0,"[',', 'alguno', 'estar']","['trabajar', 'revisen', 'ministro']"
2017,Bolivia,Evo Morales,203,Bolivia_2017_Evo_Morales.pdf,"Lamento mucho que algunos o algunas por razones administrativas están en la cárcel, si hay denuncia hay que hacerles un proceso, que se defiendan, el Gobierno nunca jamás va a protegerlos.",lamento razones administrativas cárcel si denuncia hacerles proceso defiendan gobierno nunca jamás va protegerlos,"{mucho, que, algunos, o, algunas, por, están, en, la, hay, hay, que, un, que, se, el, a}",Neutral,0.0,Neutral,0.0,"['que', ',', 'alguno']","['lamento', 'razón', 'administrativo']"
2017,Bolivia,Evo Morales,204,Bolivia_2017_Evo_Morales.pdf,(APLAUSOS)  ¿En dónde radica el problema?,aplausos dónde radica problema,{el},Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']","['aplauso', 'dónde', 'radicar']"
2017,Bolivia,Evo Morales,205,Bolivia_2017_Evo_Morales.pdf,"Sabe que aquí no robamos, pero tratan de desgastar al Evo, “¡uh, Gobierno de corruptos!”  Y estamo s viendo en América Latina (investigaciones) contra presidentes o expresidentes antiimperialistas, para gobiernos antiimperialistas con falsas acusaciones, golpe de Estado, golpes judiciales, golpes congresales.",sabe aquí robamos tratan desgastar evo gobierno corruptos estamo s viendo américa latina investigaciones presidentes expresidentes antiimperialistas gobiernos antiimperialistas falsas acusaciones golpe golpes judiciales golpes congresales,"{que, no, pero, de, al, de, y, en, contra, o, para, con, de, estado}",Negativo,-0.3595,Neutral,0.0,"[',', 'de', 'golpe']","['golpe', 'gobierno', 'antiimperialista']"
2017,Bolivia,Evo Morales,206,Bolivia_2017_Evo_Morales.pdf,"Mientras para expresidentes de la derecha, p ara expresidentes pro imperialistas no hay ninguna investigación, no hay ninguna acusación por más que sean corruptos, cada día estamos escuchando eso.",mientras expresidentes derecha p ara expresidentes pro imperialistas ninguna investigación ninguna acusación corruptos cada día escuchando,"{para, de, la, no, hay, no, hay, por, más, que, sean, estamos, eso}",Negativo,-0.5267,Neutral,0.0,"[',', 'expresidente', 'no']","['expresidente', 'ninguno', 'mientras']"
2017,Bolivia,Evo Morales,207,Bolivia_2017_Evo_Morales.pdf,"Son parte de la lucha ideológica, política, partidaria; seguramente intentarán dañarnos, desprestigiarno s, pero no van a poder.",parte lucha ideológica política partidaria seguramente intentarán dañarnos desprestigiarno s van poder,"{son, de, la, pero, no, a}",Negativo,-0.296,Neutral,0.0,"[',', 'ser', 'parte']","['parte', 'lucha', 'ideológico']"
2017,Bolivia,Evo Morales,208,Bolivia_2017_Evo_Morales.pdf,"(APLAUSOS)  Cuando estaban diciendo que con la empresa Odebrecht están cayendo presidentes por aquí y por allá; algunos políticos y escritores decían: “cuándo caerá el Gobierno, cuándo caerá el Evo”, no van a encontrar nada, tengan p or seguro, en vano se preocupan.",aplausos diciendo empresa odebrecht cayendo presidentes aquí allá políticos escritores decían cuándo caerá gobierno cuándo caerá evo van encontrar p or seguro vano preocupan,"{cuando, estaban, que, con, la, están, por, y, por, algunos, y, el, el, no, a, nada, tengan, en, se}",Negativo,-0.296,Neutral,0.0,"[',', 'el', 'caer']","['caer', 'decir', 'cuándo']"
2017,Bolivia,Evo Morales,209,Bolivia_2017_Evo_Morales.pdf,(APLAUSOS)  Porque aquí hay que ser responsables con el pueblo boliviano.,aplausos aquí ser responsables pueblo boliviano,"{porque, hay, que, con, el}",Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']","['aplauso', 'aquí', 'ser']"
2017,Bolivia,Evo Morales,210,Bolivia_2017_Evo_Morales.pdf,"(APLAUSOS)   Nuestra responsabilidad por ahora es cómo bajar el tema del desempleo, no porque estamos mejor, somos mejor en temas de desempleo a nivel regional o a nivel sudamericano, podemos quedarnos.",aplausos responsabilidad ahora cómo bajar tema desempleo mejor mejor temas desempleo nivel regional nivel sudamericano podemos quedarnos,"{nuestra, por, es, el, del, no, porque, estamos, somos, en, de, a, o, a}",Negativo,-0.296,Neutral,0.0,"[',', 'ser', 'tema']","['tema', 'desempleo', 'mejor']"
2017,Bolivia,Evo Morales,211,Bolivia_2017_Evo_Morales.pdf,"Por esta razón las semanas pasadas lanzamos programas de empleo rápido, aunque no duradero, con enlosetados en algunas ciudades, ya arrancamos con este programa.",razón semanas pasadas lanzamos programas empleo rápido aunque duradero enlosetados ciudades arrancamos programa,"{por, esta, las, de, no, con, en, algunas, ya, con, este}",Negativo,-0.296,Neutral,0.0,"[',', 'este', 'programa']","['programa', 'razón', 'semana']"
2017,Bolivia,Evo Morales,212,Bolivia_2017_Evo_Morales.pdf,"Estamos con otros programas de emergencia,  invirtiendo millones para trabajar en las cuencas de los ríos y recuperar cultivables.",programas emergencia invirtiendo millones trabajar cuencas ríos recuperar cultivables,"{estamos, con, otros, de, para, en, las, de, los, y}",Neutral,0.0,Neutral,0.0,"['de', 'el', 'estar']","['programa', 'emergenciar', 'invertir']"
2017,Bolivia,Evo Morales,213,Bolivia_2017_Evo_Morales.pdf,"Otro programa, por ejemplo, es el desarrollado conjuntamente con los empresarios privados para garantizar la responsabilidad social, de AFPs, aportes y el empresario so lo paga el salario mínimo para generar empleos a favor de obreros como también de nuevos profesionales.",programa ejemplo desarrollado conjuntamente empresarios privados garantizar responsabilidad social afps aportes empresario so paga salario mínimo generar empleos favor obreros nuevos profesionales,"{otro, por, es, el, con, los, para, la, de, y, el, lo, el, para, a, de, como, también, de}",Positivo,0.4019,Positivo,0.4019,"['el', ',', 'de']","['empresario', 'programa', 'ejemplo']"
2017,Bolivia,Evo Morales,214,Bolivia_2017_Evo_Morales.pdf,"Quiero aprovechar esta oportunidad para informar a los gobernadores y alcaldes de toda Bolivia, que por el precio del petróleo los proyectos que estaba n en ejecución se paralizaron en las gobernaciones y alcaldías.",quiero aprovechar oportunidad informar gobernadores alcaldes toda bolivia precio petróleo proyectos n ejecución paralizaron gobernaciones alcaldías,"{esta, para, a, los, y, de, que, por, el, del, los, que, estaba, en, se, en, las, y}",Neutral,0.0,Neutral,0.0,"['el', 'y', 'que']","['querer', 'aprovechar', 'oportunidad']"
2017,Bolivia,Evo Morales,215,Bolivia_2017_Evo_Morales.pdf,Con el hermano Vicepresidente y con el Gabinete Ministerial hemos decidido para esos proyectos paralizados por culpa del precio del petróleo que el Gobierno Nacional va a garantizar créditos a  todos y a todas.,hermano vicepresidente gabinete ministerial decidido proyectos paralizados culpa precio petróleo gobierno nacional va garantizar créditos todas,"{con, el, y, con, el, hemos, para, esos, por, del, del, que, el, a, a, todos, y, a}",Neutral,0.0,Neutral,0.0,"['el', 'a', 'con']","['hermano', 'vicepresidente', 'gabinete']"
2017,Bolivia,Evo Morales,216,Bolivia_2017_Evo_Morales.pdf,(APLAUSOS)  A los gobiernos departamentales y municipales que tienen capacidad de endeudamiento; pero eso es una responsabilidad.,aplausos gobiernos departamentales municipales capacidad endeudamiento responsabilidad,"{a, los, y, que, tienen, de, pero, eso, es, una}",Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']","['aplauso', 'gobierno', 'departamental']"
2017,Bolivia,Evo Morales,217,Bolivia_2017_Evo_Morales.pdf,"También hemos visto que a los gobiernos municipales que tienen 11 concejales, a las ciudades capital del depa rtamento como las ciudades intermedias se va garantizar el 50 por ciento de crédito para sus obras paralizadas.",visto gobiernos municipales 11 concejales ciudades capital depa rtamento ciudades intermedias va garantizar 50 ciento crédito obras paralizadas,"{también, hemos, que, a, los, que, tienen, a, las, del, como, las, se, el, por, de, para, sus}",Neutral,0.0,Neutral,0.0,"['el', 'que', 'a']","['ciudad', 'visto', 'gobierno']"
2017,Bolivia,Evo Morales,218,Bolivia_2017_Evo_Morales.pdf,"(APLAUSOS)  En este 6 de agosto, hemos comenzado con resultados, el próximo mes habrá otro paquete de medidas para la desburocratización.",aplausos 6 agosto comenzado resultados próximo mes paquete medidas desburocratización,"{en, este, de, hemos, con, el, habrá, otro, de, para, la}",Neutral,0.0,Neutral,0.0,"['de', ',', 'haber']","['aplauso', '6', 'agosto']"
2017,Bolivia,Evo Morales,219,Bolivia_2017_Evo_Morales.pdf,"Aprovec ho esta oportunidad para pedir a todos los funcionarios de alcaldías, gobiernos departamentales, en especial del gobierno nacional, más responsabilidad, no porque tienen el sueldo garantizado, no aceleren el tema de trámites.",aprovec ho oportunidad pedir funcionarios alcaldías gobiernos departamentales especial gobierno nacional responsabilidad sueldo garantizado aceleren tema trámites,"{esta, para, a, todos, los, de, en, del, más, no, porque, tienen, el, no, el, de}",Negativo,-0.5267,Neutral,0.0,"[',', 'el', 'de']","['gobierno', 'aprovec', 'ho']"
2017,Bolivia,Evo Morales,220,Bolivia_2017_Evo_Morales.pdf,"Algunos hermanos y hermanas la mentablemente como tienen el sueldo garantizado, trabajen o no, no aceleran los trámites, no sé qué mecanismo hay que crear para ese control correspondiente, pero les advierto, todos tenemos la obligación de acelerar los trámites en el tema de inversión.",hermanos hermanas mentablemente sueldo garantizado trabajen aceleran trámites sé mecanismo crear control correspondiente advierto obligación acelerar trámites tema inversión,"{algunos, y, la, como, tienen, el, o, no, no, los, no, qué, hay, que, para, ese, pero, les, todos, tenemos, la, de, los, en, el, de}",Negativo,-0.6808,Neutral,0.0,"['el', ',', 'no']","['acelerar', 'trámite', 'hermano']"
